###❝世界语词根❞,❝(完全相同的)世界语词根❞   这一行表示、虽然它具有与实际存在的对应替换字符串相同的优先级、但实际上并不执行字符串(汉字)替换操作。
世界语单词##,中文注释##
transilvani,特兰西瓦尼亚
transmutaci,嬗变
trateratra!,喇叭声!
valentinian,瓦伦提尼安
valerlakton,戊内酯
vincetoksik,白前属
vladivostok,海参崴
ĉatelperoni,沙泰勒佩龙期
ĝardenistik,园艺造景
ĵurnalistik,新闻采编
aeronaŭtik,航空学
afganistan,阿富汗
agrikultur,农业
akumulator,蓄电池
akupunktur,针灸
albuminuri,蛋白尿
aldosteron,醛固酮
aleksandri,亚历山大港
alternator,交流发电机
ambivalenc,矛盾心理
ambulatori,门诊部
amendament,修正案
amfibologi,歧义
ampelopraz,象蒜
anabaptist,再洗礼派
anafilaksi,过敏反应
anastigmat,无像散
ancilostom,钩虫
andropogon,须芒草
angiosperm,被子植物
ankilostom,钩虫
antecedent,前史
anterozoid,游动精子
antiklinal,背斜
antonomazi,换称
antrakinon,蒽醌
apologetik,护教学
aposterior,后验
aristoloki,马兜铃
armadilidi,球鼠妇属
artakserks,阿尔塔薛西斯
artikulaci,发音
azerbajĝan,阿塞拜疆
aŭreomicin,金霉素
aŭrikulari,木耳
aŭstralazi,澳大拉西亚
aŭstronezi,南岛
aŭtodidakt,自学者
bagavadgit,薄伽梵歌
baptisteri,洗礼堂
blunderbuz,喇叭枪
bombinator,铃蟾属
bonaventur,博纳文图拉
brakicefal,短头
brontosaŭr,雷龙
bukcinator,颊肌
burgenland,布尔根兰
cefalaspid,头甲鱼
centezimal,百分制
cercidifil,连香树属
cerkopitek,长尾猴属
cianhidrin,氰醇
cibernetik,控制论
cimbopogon,香茅属
citofilakt,细胞保护
cucugamuŝi,恙虫病
dagerotipi,银版摄影法
dakriocist,泪囊
daŭfenland,多菲内
deltametal,德尔塔黄铜
denominaci,面额
diagnostik,诊断学
dialipetal,离瓣花
diapozitiv,幻灯片
diazometan,重氮甲烷
dielektrik,介电
difeomorfi,微分同胚
digitoksin,洋地黄毒苷
dioklecian,戴克里先
dioskorein,薯蓣碱
diplomatik,古文书学
direkteron,方向舵
dirlididi!,轻视!
dispensari,免费诊所
distribuci,广义函数
divertikul,憩室
dramaturgi,戏剧理论
driopterid,鳞毛蕨属
ekscentrik,偏心
ekscitator,放电器
eksklamaci,感叹法
ekskoriaci,擦伤
ekspresion,表现
ekstradici,引渡
ekvatorial,赤道仪
ekvipolent,等价
ekvivalent,等价
ekzekvatur,执行许可
ekzoftalmi,眼球突出
elefantiaz,象皮病
elektrofor,起电盘
elektrokut,电死
embriogeni,胚胎发生
endometrit,子宫内膜炎
epispastik,发疱性
ergosterol,麦角固醇
eritroksil,古柯属
eritropoez,红细胞生成
espanjolet,西班牙插销
eŭdiometri,气体分析法
fakultativ,可选
fanerozoik,显生宙
fatamorgan,海市蜃楼
feldmarŝal,元帅
fenikopter,火烈鸟
fenotiazin,吩噻嗪
fideikomis,信托遗赠
filharmoni,爱乐
filipendul,蚊子草属
franĉkonte,弗朗什孔泰
frontispic,卷首插画
funkcional,泛函
galeopitek,鼯猴
gasteroste,刺鱼
gimnosperm,裸子
giromagnet,旋磁
giromitrin,鹿花菌素
glikokalik,糖萼
gliptodont,雕齿兽
gubernator,州长
hajdelberg,海德堡
halucinaci,幻觉
harpagofit,钩果草属
hejdelberg,海德堡
hejlunĝang,黑龙江
helenistik,希腊化时代
hematoksil,苏木属
hemimorfit,异极矿
hemoglobin,血红蛋白
hercegovin,黑塞哥维那
hermesbust,赫耳墨斯柱像
hesperidin,赫斯珀里得斯
heterodoks,异端
heterotrof,异养
hidrokarid,水鳖属
hidrokarit,水鳖属
hidrokorak,鸬鹚
hidrokotil,天胡荽属
himantopod,长脚鹬属
himenopter,膜翅目
hiosciamin,莨菪碱
hipergonar,变形镜头
hipokastan,七叶树
hipokaŝtan,七叶树
hipokondri,疑病
hipoĥondri,疑病症
hohenstaŭf,霍亨斯陶芬
idempotent,幂等
igvanodont,禽龙
imprimatur,出版许可
individual,个人
infruktesk,果序
instruktor,教官
interferon,干扰素
interuptor,断路器
introspekt,内省
investitur,授职
jurisdikci,管辖权
kalceolari,蒲包花属
kalciferol,钙化醇
kalimantan,加里曼丹
kalmodulin,钙调蛋白
kanalizaci,排水系统
kantaridin,斑蝥素
kantonment,宿营
kanĉenĵung,干城章嘉
kapilavast,迦毗罗卫
karakalpak,卡拉卡尔帕克人
karburator,化油器
kariokinez,核分裂
karminativ,驱风
karpentari,卡奔塔利亚
kenigsberg,柯尼斯堡
kibernetik,控制论
kilimanĝar,乞力马扎罗
klejstogam,闭花受精
klerodendr,赪桐属
kloroplast,叶绿体
kokotraŭst,锡嘴雀属
kolesterin,胆固醇
kolesterol,胆固醇
komisariat,委员部
komparativ,比较级
kompletori,晚祷
kondilartr,踝节目
kondrostom,软口鱼属
konektikut,康涅狄格
konfidenci,私语
konfirmaci,坚振礼
konidiofor,分生孢子梗
konjunktiv,结膜
konjunktur,景气
konkordanc,索引汇编
konkrement,结石
konosament,提单
konsistenc,稠度
konskripci,征兵制
konstantan,康铜
konstanten,君士坦丁
konstantin,君士坦丁
konstelaci,星座
konstrukci,设计
kontingenc,偶然性
kontingent,配额
kontradanc,方阵舞
kontraktur,挛缩
kontramark,副标记
kontrapost,对立式
kooperativ,合作社
kriptogram,隐囊蕨属
kriptomeri,柳杉
kriptoteni,鸭儿芹
kromoplast,有色体
ksantelasm,睑黄瘤
kultivator,耕耘机
kuomintang,国民党
kutireakci,皮肤反应
kvadriceps,股四头肌
kvadrilion,10^24
kvintilian,昆体良
kvintilion,10^30
lagerstrom,紫薇
lagranĝian,拉格朗日量
lamelikorn,鳃角类
legitimaci,身份证明
lepidopter,鳞翅目
lepidosaŭr,鳞龙类
leptocefal,叶形幼体
leŭkoplast,橡皮膏
likopersik,番茄属
lingvistik,语言学
liriodendr,鹅掌楸属
loksodromi,恒向线
luksemburg,卢森堡
madagaskar,马达加斯加
magnolifit,被子植物门
mahabharat,摩诃婆罗多
makaronezi,马卡罗尼西亚
malversaci,侵占
manksinsul,马恩岛
mefistofel,梅菲斯特费勒斯
megalosaŭr,斑龙
melkicedek,麦基洗德
melopsitak,虎皮鹦鹉属
meningokok,脑膜炎球菌
metaldehid,聚乙醛
metencefal,后脑
metropolit,都主教
mezopotami,美索不达米亚
mikelanĝel,米开朗基罗
miksomatoz,黏液瘤病
miksomicet,黏菌纲
miksomikot,黏菌门
milenarism,千禧年主义
mirmekofag,大食蚁兽
mitokondri,线粒体
mizerikord,慈悲
monelmetal,蒙乃尔合金
montparnas,蒙帕纳斯
montpelier,蒙彼利埃
nardostaki,甘松属
narkolepsi,发作性睡病
neandertal,尼安德特
nefrolepid,肾蕨属
nekromanci,招魂术
oestradiol,雌二醇
orangutang,红毛猩猩
organizaci,组织
orkestrion,管弦自动琴
ornitorink,鸭嘴兽
oscilatori,颤藻属
palimpsest,重写本
pankreatin,胰酶
pantagruel,庞大固埃
paracentez,穿刺放液
paraldehid,三聚乙醛
paroksiton,次末重音
paronomazi,双关语
partenocis,地锦属
partikular,特殊
peletierin,石榴皮碱
pensilvani,宾夕法尼亚
perestrojk,改革重组
perkolator,渗滤壶
peronospor,霜霉属
perpendikl,垂直
petroselin,欧芹
pilokarpin,毛果芸香碱
piridoksin,吡哆醇
plagioklaz,斜长石
plagiostom,板鳃类
plasmodesm,胞间连丝
platikodon,桔梗
pleistocen,更新世
plejstocen,更新世
pleziosaŭr,蛇颈龙
pogostemon,刺蕊草属
poliplektr,孔雀雉属
polisindet,多连词法
pomerihund,博美犬
postpozici,后置词
prepozitiv,介词短语
preventori,预防疗养院
prokurator,财务官
prolegomen,导论
proskripci,流放
prospektiv,未来学
prospektor,探矿者
prostituci,卖淫
protaktini,镤
provincial,地方
pteridofit,蕨类植物
pterobrank,羽鳃类
pumpernikl,黑麦面包
rabdomanci,占杖术
radamantis,拉达曼迪斯
radiolarit,放射虫岩
referendum,公民投票
reformator,改革者
regeneraci,再生
regensburg,雷根斯堡
rekvizitor,道具管理员
responsori,应唱
rezorcinol,间苯二酚
rinkocefal,喙头目
rinĥocefal,喙头目
ritmenblus,节奏布鲁斯
sangvisorb,地榆属
sardanapal,萨尔达那帕路斯
saskaĉevan,萨斯喀彻温
satisfakci,补偿
sebastopol,塞瓦斯托波尔
septuagint,七十士译本
serpentari,蛇鹫
sfinglipid,鞘脂
sinkondroz,软骨结合
sinkrotron,同步加速器
sistematik,系统分类学
skizofreni,精神分裂症
sklerenkim,厚壁组织
skolopendr,蜈蚣
skopolamin,东莨菪碱
skrofulari,玄参属
spergulari,拟漆姑草属
spermatozo,精子
spermogoni,精子器
spiroketal,螺旋体目
stafilokok,葡萄球菌
stegocefal,迷齿类
sterkorari,贼鸥
sternorink,胸喙亚目
stradivari,斯特拉迪瓦里
stratosfer,平流层
streptokok,链球菌
strofantin,毒毛旋花苷
subliminal,阈下
subskripci,认购
sulfcianat,硫氰酸盐
sulfonamid,磺酰胺
supermarkt,超市
supozitori,栓剂
susceptanc,电纳
susceptibl,磁化率
suspensori,悬带
taklamakan,塔克拉玛干
tanganjiki,坦噶尼喀
taĝikistan,塔吉克斯坦
tegucigalp,特古西加尔巴
teknikolor,特艺彩色
teknokrati,技术统治
telencefal,端脑
terapeŭtik,治疗学
terebintin,松节油
terminator,晨昏线
tizanopter,缨翅目
tohuvabohu,混沌
topinambur,菊芋
tragopogon,婆罗门参属
trajektori,轨道
transistor,晶体管
triakontan,三十烷
triceratop,三角龙
trikomicet,毛菌
tripanosom,锥虫
trismegist,三重伟大者
tropidonot,游蛇
tuberkulin,结核菌素
umbilikari,石耳属
utrikulari,狸藻属
uzbekistan,乌兹别克斯坦
valerianel,缬草莴苣属
vazopresin,加压素
vaŝingtoni,华盛顿州
verumontan,精阜
vestminstr,威斯敏斯特
virtemberg,符腾堡
vorarlberg,福拉尔贝格
vurtemberg,符腾堡州
ĉatobriand,夏多布里昂
ĥalkolitik,铜石并用
ĥondrostom,软口鱼属
abstinenc,节制
acetonuri,丙酮尿
acipenser,鲟
adamantin,釉质
adeliland,阿黛利地
adrenalin,肾上腺素
aerobatik,特技飞行
afanipter,蚤目
agamemnon,阿伽门农
akreditiv,信用证
aktinolit,阳起石
akvamarin,海蓝宝石
aldebaran,毕宿五
aliteraci,头韵
alkanolat,醇盐
alternanc,交替
amblistom,钝口螈
amfetamin,苯丙胺
amfibolit,角闪岩
amfitrion,安菲特律翁
amigdalin,苦杏仁苷
amorfofal,魔芋
amsterdam,阿姆斯特丹
anakinezi,运动再教育
anaksagor,阿那克萨哥拉
analeptik,兴奋剂
analgezik,镇痛药
anamorfoz,变形画
anastatik,耶利哥玫瑰
anastomoz,吻合
anateksit,重熔岩
anatoksin,类毒素
aneŭploid,非整倍性
anglicism,英语式
anizokori,瞳孔不等
antipirin,安替比林
antisemit,反犹
antoksant,黄花茅属
antverpen,安特卫普
apatosaŭr,迷惑龙
apokalips,启示录
aponeŭroz,腱膜
aposiopez,顿绝
arabidops,拟南芥
argironet,水蛛
aristofan,阿里斯托芬
aristotel,亚里士多德
aritenoid,杓状软骨
arkeozoik,太古代
arsacetin,胂乙酸
asklepiad,马利筋
asparagin,天冬酰胺
aspidistr,蜘蛛抱蛋
aspirator,吸引器
asterolin,星草属
astianaks,阿斯堤阿那克斯
astrakant,黄芪属
astronaŭt,宇航员
aventurin,砂金石
avikulari,捕鸟蛛属
aĥaŝveroŝ,亚哈随鲁
aŭksotrof,营养缺陷
aŭrignaci,奥瑞纳期
aŭtomatik,自动学
badminton,羽毛球
bakĥanali,酒神狂欢
bakĥofest,酒神节
balancier,摆轮等
balantidi,小袋虫属
bandolier,子弹带
bangladeŝ,孟加拉国
bartolome,巴多罗买
basketbal,篮球
bekvadrat,还原号
belerofon,柏勒洛丰
bertoleti,巴西栗
bikonveks,双凸
birmingam,伯明翰
bjalistok,比亚韦斯托克
bjelostok,比亚韦斯托克
blastocer,沼泽鹿
blenoragi,淋病
borborigm,肠鸣
bramaputr,布拉马普特拉
bratislav,布拉迪斯拉发
brigantin,双桅纵帆船
brikabrak,旧杂货
brunfelsi,鸳鸯茉莉属
brusoneti,构树属
bugenvili,布干维尔
centipeli,网胃
centrifug,离心
centripet,向心
centromer,着丝粒
centrosom,中心体
ceratofil,金鱼藻属
cezalpini,云实属
ciberspac,网络空间
ciklostil,油印
ciklostom,圆口类
ciklotimi,循环性气质
ciklotron,回旋加速器
cimbalari,蔓柳穿鱼属
cimicifug,升麻属
cinocefal,狒狒
cipripedi,杓兰属
cirkumcid,割礼
cisticerk,囊尾蚴
citokinin,细胞分裂素
dagerotip,银版照相
daresalam,达累斯萨拉姆
dehidraci,脱水
dekameron,十日谈
dekrement,衰减
delikvesk,潮解性
delkreder,付款保证
deltaplan,悬挂滑翔翼
demarkaci,划界
dendrolag,树袋鼠属
depravaci,倒错
destrojer,驱逐舰
deŭkalion,丢卡利翁
diagnozik,诊断学
didaskali,舞台提示
difenbaki,花叶万年青属
difeomorf,微分同胚
diferenci,不同
digitalin,洋地黄苷
diktiosom,高尔基体
dilatator,扩张肌
diminuend,渐弱
diminutiv,指小词
dinamotor,电动发电机
direktori,督政府
direktric,准线
disertaci,论文
disjunkci,析取
diskrimin,辨别
diskursiv,推论性
dismenore,痛经
dispozici,配置
diverĝenc,发散
doksologi,颂荣
dominikan,多明我会士
drakunkol,龙蒿
dramaturg,剧作家
duralumin,硬铝
duseldorf,杜塞尔多夫
eglanteri,香叶蔷薇
ejnŝtejni,锿
ekshibici,暴露癖
ekslibris,藏书票
ekspedici,远征
ekspektor,咳痰
ekspertiz,鉴定
eksplicit,明示
eksponent,指数
ekstensor,伸肌
ekstrados,拱背
ekstrapol,外推
ekzekutiv,行政权
elateriin,喷瓜素
elefantin,象岛
elektuari,糖浆药剂
eleokarit,荸荠属
embriofit,有胚植物
embrokaci,涂擦剂
empeneron,升降舵
energetik,能量学
enkaŭstik,蜡画法
enumeraci,列举法
epaminond,伊巴密浓达
epanortoz,改正法
epinefrin,肾上腺素
epipaktid,火烧兰属
epiteliom,上皮瘤
eratosten,埃拉托色尼
eriobotri,枇杷
eritrocit,红细胞
eritrozin,赤藓红
eskalator,自动扶梯
estradiol,雌二醇
evangeliz,传福音
eŭdiometr,量气管
faktorial,阶乘
falanster,公社宿舍
falaropod,瓣蹼鹬
fanerogam,显花植物
farenhejt,华氏
farmakope,药典
fenacetin,非那西汀
fenantren,菲
ferdinand,斐迪南
fibrilaci,纤颤
fikomicet,藻菌类
filadelfi,费城
filakteri,经匣
filodendr,喜林芋属
filosemit,亲犹太
firmament,苍穹
flagelant,鞭笞派
flogiston,燃素
folikulin,雌酮
fomalhaŭt,北落师门
fontanbel,枫丹白露
foradendr,美洲槲寄生属
fosfaturi,磷酸盐尿
fosforesk,磷光
fraksinel,白鲜
frankfurt,法兰克福
frankolin,鹧鸪
franĝipan,杏仁奶油
fraterkul,海鹦
frenologi,颅相学
fritilari,贝母
fruktidor,果月
frustraci,挫折感
funikular,缆索铁路
gametofit,配子体
gamopetal,合瓣花类
gastornit,冠恐鸟
generator,发生器
georgtaŭn,乔治敦
germanium,锗
giberelin,赤霉素
gibraltar,直布罗陀
gimnastik,体操
gimnofion,蚓螈目
glaŭkonit,海绿石
gliptotek,雕玉馆
globinuri,珠蛋白尿
globulari,蓝球花
glosolali,说方言
glukozuri,糖尿
glutation,谷胱甘肽
gotenburg,哥德堡
grapfrukt,葡萄柚
graptolit,笔石类
groenland,格陵兰
grosulari,茶藨子属
grumiksam,巴西樱桃
guangdong,广东
gutenberg,古登堡
gŭangdong,广东
haleluja!,哈利路亚!
hamadriad,树精
hamamelid,金缕梅属
hamburger,汉堡包
haruspeks,肠卜祭司
hasdrubal,哈斯德鲁巴
hebefreni,青春型精神分裂
helespont,赫勒斯滂
helgoland,黑尔戈兰
heliantem,半日花
hematemez,呕血
hemerokal,萱草
hendiadin,二词一意
herostrat,赫罗斯特拉托斯
heterodin,外差
heterosom,性染色体
heterozid,杂苷
heŭristik,启发法
hidrastid,北美黄连
hidraŭlik,液压
hierofant,大祭司
hierogami,圣婚
hilozoism,物活论
hindoĉini,印度支那
hindustan,印度斯坦
hiperbore,极北人
hiperkriz,超临界
hipokaŭst,地下供暖
hipospadi,尿道下裂
hipotenuz,斜边
hipsokrom,蓝移
hiskiamin,莨菪碱
hispaniol,伊斯帕尼奥拉
holokaŭst,大屠杀
huaskaran,瓦斯卡兰
ignimbrit,熔结凝灰岩
iktiofagi,食鱼
iktiosaŭr,鱼龙
iluminaci,照明
impatient,凤仙花属
imperator,统帅
impetigin,脓疱病
impresion,印象
indigofer,木蓝属
indigozid,靛苷
indikator,指示器
indulgenc,赎罪券
infloresk,花序
informaci,信息量
infundibl,漏斗部
iniciator,创始者
inkandesk,白炽
inklinaci,倾角
inkubator,孵化器
insolvent,偿付不能
insurekci,起义
insurgent,起义者
interdikt,禁令
internaŭt,网民
interstic,间质
intertrig,间擦疹
inĝenieri,工程学
ipekakuan,吐根
islamabad,伊斯兰堡
iĥtiofagi,食鱼
iĥtiosaŭr,鱼龙
jehoŝafat,约沙法
jerusalem,耶路撒冷
jeruzalem,耶路撒冷
justinian,查士丁尼
kakuminal,卷舌音
kalefakci,膜沸腾
kaliforni,加利福尼亚
kaligrafi,书法
kalistegi,打碗花
kalitriks,狨属
kalkedoni,玉髓
kalorifer,暖气炉
kamembert,卡芒贝尔
kamerling,教廷司库
kanacikad,暮蝉
kancional,圣歌集
kantilevr,悬臂
kapernaum,迦百农
kaprifoli,忍冬
kaprikorn,摩羯
kaprimulg,夜鹰
karakorum,喀喇昆仑
karboline,木馏油
karborund,金刚砂
karbunkol,红宝石
karmanjol,卡马尼奥拉
kasiterit,锡石
kataforez,电泳
kataklism,大灾变
katamaran,双体船
katekumen,慕道者
kateĥumen,慕道者
katoptrik,反射光学
kavaopipr,卡瓦胡椒
kazaĥstan,哈萨克斯坦
kazuistik,决疑
kiberspac,网络空间
kinematik,运动学
kingstaŭn,金斯敦
kinhidron,醌氢醌
kiromanci,手相术
kitakiuŝu,北九州
klaroskur,明暗法
klavikord,击弦古钢琴
klementin,克莱门汀
klimakter,更年期
klodovald,克洛多瓦尔德
kloropren,氯丁二烯
klostridi,梭菌属
koadjutor,助理主教
kolatitud,余纬度
koleopter,鞘翅目
koleoptil,胚芽鞘
kolibacil,大肠杆菌
koloratur,花腔
kolumbari,骨灰堂
kombinaci,组合
komparaci,比较级
kompleksi,体质
kompletiv,补足
kompozici,乐曲
kompresor,压缩机
komutator,换向器
koncertin,六角手风琴
kondensor,聚光镜
kondiment,调味品
kondotier,雇佣兵队长
kondroste,软骨硬鳞鱼
konestabl,王室统帅
konetikut,康涅狄格
konglomer,砾岩
konkordat,政教协约
konskript,应征兵
konsonanc,协和音
konstanci,君士坦提乌斯
konstrikt,收缩
kontaktor,接触器
konvalesk,康复期
koordinat,坐标
koprofagi,食粪症
koprolali,秽语症
kopulativ,谓语格
koraloriz,珊瑚根属
kordelier,科德利埃
koregidor,科雷希多尔
koregrafi,编舞
korpulent,肥胖
kortinari,丝膜菌属
kosmonaŭt,宇航员
kotiledon,子叶
kreatinin,肌酐
krematori,火葬场
krescenti,葫芦树属
kriptogam,隐花植物
kristalin,晶状体
kristiani,克里斯蒂安尼亚
kristofor,克里斯托弗
kriticism,批判主义
krizopraz,绿玉髓
krizostom,金口若望
kromanjon,克罗马农
kromotipi,彩色印刷
krotalari,猪屎豆属
ksantipin,赞西佩
ksantofil,叶黄素
ksantosom,千年芋属
ksitigarb,地藏
kulminaci,顶点
kupulifer,壳斗科
kvadrirem,四列桨船
kvarteron,夸特龙
kvaternar,第四纪
kvinilion,10^30
kvinsland,昆士兰
kvodlibet,混成曲
lacedemon,拉栖代梦
lagoftalm,兔眼
lakedemon,拉栖代梦
laktukari,莴苣膏
lambrekin,帷幔饰
langvedok,朗格多克
latifundi,大庄园
laŭntenis,草地网球
leguminoz,豆科
lemniskat,双纽线
leningrad,列宁格勒
leontodon,狮齿菊属
leptospir,钩端螺旋体
leŭkomain,白毒胺
lisamfibi,现生两栖类
literator,文学家
litosperm,紫草属
litotrici,碎石术
lizistrat,吕西斯特拉忒
longobard,伦巴第
magdaleni,马格德林期
magdeburg,马格德堡
magistrat,市政
magnetron,磁控管
mahabarat,摩诃婆罗多
maharaŝtr,马哈拉施特拉
majoritat,多数派
makulatur,废纸
maltusian,马尔萨斯
malusoide,苹果亚科
mandragor,曼德拉草
mangostan,山竹
marseljez,马赛曲
marsupial,有袋类
martingal,马丁格尔
masaĉusec,马萨诸塞
masaŝusec,马萨诸塞
mastodont,乳齿象
materkorn,马特洪峰
matrikari,母菊属
maŭritani,毛里塔尼亚
mediastin,纵隔
meleagren,珠母贝属
mendelevi,钔
menestrel,游吟诗人
menisperm,蝙蝠葛属
merbromin,汞溴红
merkantil,重商
merkaptan,硫醇
merkurial,山靛
meromorfi,亚纯映射
mesoenter,肠系膜
metakarpe,掌骨
metroksil,西谷椰属
metuŝelaĥ,玛土撒拉
mezalianc,失配婚
mickjeviĉ,密茨凯维奇
midŝipman,英国海军候补军官
minestron,蔬菜浓汤
minoritat,少数派
minutator,定时开关
miokastor,海狸鼠
mirmeleon,蚁蛉
mirobolan,诃子
mizantrop,厌世者
moderator,慢化剂
monofizit,基督一性论
monoftong,单元音
monsinjor,蒙席
monstranc,圣体光座
montekarl,蒙特卡洛
montenegr,黑山
montevide,蒙得维的亚
montmartr,蒙马特
montserat,蒙特塞拉特
multiplet,多重线
muskarden,榛睡鼠
