###❝에스페란토 어근❞, ❝(완전히 동일한) 에스페란토 어근❞   으로 구성된 행은、대응하는 치환 후 문자열이 존재하는 경우와 동일한 우선순위를 가지지만、 실제로는 문자열(한자) 치환을 수행하지 않는 것을 의미합니다.
에스페란토 어근##, 일본어 번역 루비##
frustraci,좌절감
funikular,케이블카
gametofit,배우체
gamopetal,합판화류
gastornit,가스토르니스
generator,발생기
georgtaŭn,조지타운
germanium,저마늄
giberelin,지베렐린
gibraltar,지브롤터
gimnastik,체조
gimnofion,무족영원목
glaŭkonit,해록석
gliptotek,조각보석관
globinuri,글로빈뇨
globulari,글로불라리아
glosolali,방언발화
glukozuri,당뇨
glutation,글루타티온
gotenburg,예테보리
grapfrukt,자몽
graptolit,필석류
groenland,그린란드
grosulari,까치밥나무속
grumiksam,그루미샤마
guangdong,광둥
gutenberg,구텐베르크
gŭangdong,광둥
haleluja!,할렐루야!
hamadriad,하마드리아스
hamamelid,풍년화속
hamburger,햄버거
haruspeks,내장점사제
hasdrubal,하스드루발
hebefreni,파과형조현
helespont,헬레스폰토스
helgoland,헬골란트
heliantem,헬리안테뭄
hematemez,토혈
hemerokal,원추리
hendiadin,이사일의
herostrat,헤로스트라토스
heterodin,헤테로다인
heterosom,성염색체
heterozid,헤테로시드
heŭristik,휴리스틱
hidrastid,히드라스티스
hidraŭlik,유압
hierofant,대제사장
hierogami,성혼
hilozoism,물활론
hindoĉini,인도차이나
hindustan,힌두스탄
hiperbore,히페르보레오이
hiperkriz,초임계
hipokaŭst,하이포코스트
hipospadi,요도하열
hipotenuz,빗변
hipsokrom,청색이동
hiskiamin,히오시아민
hispaniol,히스파니올라
holokaŭst,홀로코스트
huaskaran,우아스카란
ignimbrit,용결응회암
iktiofagi,어식
iktiosaŭr,어룡
iluminaci,조명
impatient,봉선화속
imperator,임페라토르
impetigin,농가진
impresion,인상
indigofer,땅비싸리
indigozid,인디칸
indikator,지시기
indulgenc,면죄
infloresk,꽃차례
informaci,정보량
infundibl,누두
iniciator,창시자
inkandesk,백열
inklinaci,경사
inkubator,부화기
insolvent,지급불능
insurekci,봉기
insurgent,봉기자
interdikt,금지령
internaŭt,누리꾼
interstic,간질
intertrig,간찰진
inĝenieri,공학
ipekakuan,토근
islamabad,이슬라마바드
iĥtiofagi,어식
iĥtiosaŭr,어룡
jehoŝafat,여호사밧
jerusalem,예루살렘
jeruzalem,예루살렘
justinian,유스티니아누스
kakuminal,권설음
kalefakci,막비등
kaliforni,캘리포니아
kaligrafi,서예
kalistegi,메꽃
kalitriks,마모셋속
kalkedoni,옥수
kalorifer,난방기
kamembert,카망베르
kamerling,카메를렝고
kanacikad,쓰르라미
kancional,성가집
kantilevr,캔틸레버
kapernaum,가버나움
kaprifoli,인동
kaprikorn,염소자리
kaprimulg,쏙독새
karakorum,카라코람
karboline,카볼리늄
karborund,카보런덤
karbunkol,홍옥
karmanjol,카르마뇰
kasiterit,석석
kataforez,전기영동
kataklism,대격변
katamaran,쌍동선
katekumen,예비신자
kateĥumen,예비신자
katoptrik,반사광학
kavaopipr,카바후추
kazaĥstan,카자흐스탄
kazuistik,결의론
kiberspac,사이버공간
kinematik,운동학
kingstaŭn,킹스타운
kinhidron,퀸하이드론
kiromanci,수상술
kitakiuŝu,기타큐슈
klaroskur,명암법
klavikord,클라비코드
klementin,클레멘타인
klimakter,갱년기
klodovald,클로도발드
kloropren,클로로프렌
klostridi,클로스트리듐
koadjutor,보좌주교
kolatitud,여위도
koleopter,딱정벌레목
koleoptil,자엽초
kolibacil,대장균
koloratur,콜로라투라
kolumbari,납골당
kombinaci,조합
komparaci,비교법
kompleksi,체질
kompletiv,보족
kompozici,악곡
kompresor,압축기
komutator,전환기
koncertin,콘서티나
kondensor,집광렌즈
kondiment,조미료
kondotier,용병대장
kondroste,연질어류
konestabl,대원수
konetikut,코네티컷
konglomer,역암
konkordat,정교협약
konskript,징집병
konsonanc,협화음
konstanci,콘스탄티우스
konstrikt,수축
kontaktor,접촉기
konvalesk,회복기
koordinat,좌표
koprofagi,분식증
koprolali,외설발화증
kopulativ,서술격
koraloriz,산호란속
kordelier,코르들리에
koregidor,코레히도르
koregrafi,안무
korpulent,비만
kortinari,끈적버섯속
kosmonaŭt,우주비행사
kotiledon,떡잎
kreatinin,크레아티닌
krematori,화장장
krescenti,호리병나무속
kriptogam,은화식물
kristalin,수정체
kristiani,크리스티아니아
kristofor,크리스토퍼
kriticism,비판주의
krizopraz,크리소프레이즈
krizostom,크리소스토무스
kromanjon,크로마뇽
kromotipi,다색인쇄
krotalari,활나물속
ksantipin,크산티페
ksantofil,크산토필
ksantosom,크산토소마속
ksitigarb,지장
kulminaci,정점
kupulifer,참나무과
kvadrirem,사열노선
kvarteron,쿼드룬
kvaternar,제4기
kvinilion,10^30
kvinsland,퀸즐랜드
kvodlibet,메들리
lacedemon,라케다이몬
lagoftalm,토안
lakedemon,라케다이몬
laktukari,락투카리움
lambrekin,드림장식
langvedok,랑그도크
latifundi,라티푼디움
laŭntenis,론테니스
leguminoz,콩과
lemniskat,렘니스케이트
leningrad,레닌그라드
leontodon,사자이빨풀속
leptospir,렙토스피라
leŭkomain,류코마인
lisamfibi,현생양서류
literator,문학자
litosperm,지치속
litotrici,쇄석술
lizistrat,리시스트라테
longobard,롬바르드
magdaleni,막달레니아기
magdeburg,마그데부르크
magistrat,시당국
magnetron,마그네트론
mahabarat,마하바라타
maharaŝtr,마하라슈트라
majoritat,다수파
makulatur,파지
maltusian,맬서스
malusoide,사과아과
mandragor,맨드레이크
mangostan,망고스틴
marseljez,라 마르세예즈
marsupial,유대류
martingal,마팅게일
masaĉusec,매사추세츠
masaŝusec,매사추세츠
mastodont,마스토돈
materkorn,마터호른
matrikari,캐모마일속
maŭritani,모리타니아
mediastin,종격
meleagren,진주조개속
mendelevi,멘델레븀
menestrel,음유시인
menisperm,새모래덩굴속
merbromin,머브로민
merkantil,중상
merkaptan,메르캅탄
merkurial,산쪽풀
meromorfi,유리형사상
mesoenter,장간막
metakarpe,중수골
metroksil,사고야자속
metuŝelaĥ,므두셀라
mezalianc,부적합혼
mickjeviĉ,미츠키에비치
midŝipman,영국해군후보생
minestron,미네스트로네
minoritat,소수파
minutator,타임스위치
miokastor,뉴트리아
mirmeleon,명주잠자리
mirobolan,가자
mizantrop,염세가
moderator,감속재
monofizit,단성론
monoftong,단모음
monsinjor,몬시뇰
monstranc,성체현시대
montekarl,몬테카를로
montenegr,몬테네그로
montevide,몬테비데오
montmartr,몽마르트르
montserat,몬트세랫
multiplet,다중선
muskarden,겨울잠쥐
muskardin,경화병
natalitat,출생률
navikular,주상골
nederland,네덜란드
nevropter,풀잠자리목
neŭrolept,신경차단제
niktereŭt,너구리
nitrozoil,니트로실
nomogenez,노모제네시스
nukleosom,뉴클레오솜
nukleotid,뉴클레오타이드
nukleozid,뉴클레오시드
numerator,분자
nurenberg,뉘른베르크
obstetrik,산과
obturator,셔터
oestrogen,에스트로겐
ohioriver,오하이오강
okcipital,뒤통수뼈
oligoklaz,올리고클레이스
onomastik,고유명사학
onomatope,의성어
orangutan,오랑우탄
orikterop,땅돼지
ornitiski,조반류
ornitogal,오르니토갈룸속
oscilator,발진기
osteopati,정골요법
oŝviencim,오시비엥침
palatinat,팔츠
paleozoik,고생대
palindrom,회문
palpitaci,심계항진
pampelmus,문단
pandemoni,판데모니움
panmunĵom,판문점
panmunĵon,판문점
pantaleon,판탈로네
papaverin,파파베린
papiament,파피아멘토어
paramarib,파라마리보
parantrop,파란트로푸스
paregorik,진통
parietari,파리에타리아속
parkinson,파킨슨
pasteŭriz,저온살균
patristik,교부학
pederasti,소년애
pedikular,송이풀속
pejorativ,폄하
pelargoni,제라늄
peloponez,펠로폰네소스
pendentiv,펜던티브
penicilin,페니실린
pensionat,기숙학교
pentateŭk,모세오경
pentatlon,5종경기
pentezile,펜테실레이아
peridotit,감람암
peristalt,연동
permanent,영구
pernambuk,페르남부쿠
pernicioz,악성
perpinjan,페르피냥
persikari,여뀌속
peterburg,페테르부르크
petrograd,페트로그라드
pigmalion,피그말리온
piktogram,아이콘
pinakolon,피나콜론
pinakotek,회화관
pingvikul,핑귀쿨라속
pipistrel,집박쥐속
piramidal,삼각골
piramidon,아미노피린
pirimidin,피리미딘
pirokorak,산까마귀속
piroluzit,연망간광
pituitari,뇌하수체
pizistrat,페이시스트라토스
pjongjang,평양
planetari,천체투영관
planuloid,중생동물
plasmopar,플라스모파라속
platiceri,박쥐란속
plebiscit,국민투표
plejnkant,단성성가
plektrant,플렉트란투스속
pneŭmokok,폐렴구균
poliandri,일처다부
poligonat,둥굴레속
polikromi,다색
pontederi,물옥잠속
portospen,포트오브스페인
postament,받침대
postiljon,기마마부
potencial,잠재
praksitel,프락시텔레스
pratikabl,무대받침
prazeodim,프라세오디뮴
precedenc,선례
precedent,선례
prenantes,프레난테스속
presbiter,장로
preskript,시효
preterici,생략법
prezident,대통령
primorski,연해주
prioritat,우선권
probablik,확률론
procelari,슴새
produktor,영화제작자
profilakt,예방
prognozik,예측술
prohibici,금지
prokariot,원핵생물
proklitik,전접어
prokonsul,전직집정관
prolaktin,프로락틴
prominenc,돌출
prominent,돌출한
prosektor,해부조수
prostraci,쇠약
prototrof,원영양성
prozerpin,프로세르피나
prozopope,의인법
psikiatri,정신의학
pteraspid,프테라스피스
pterokarp,자단속
pterosaŭr,익룡
pulmonari,폐초속
rabotator,전동대패
radiolari,방산충
rafanistr,야생무
ramapitek,라마피테쿠스
ramforink,람포링쿠스
rastrumer,픽셀
receptakl,꽃턱
redemptor,구속주
redundanc,중복성
refektori,식당
refleksiv,재귀대명사
reflektor,전조등
refraktar,내화
refraktor,굴절망원경
reglament,규칙
regulator,조절기
rehabilit,재활
rejkjavik,레이캬비크
reklamaci,불만제기
rekognosk,정찰
rekvizici,징발
reluktanc,자기저항
rendiment,효율
repetitor,개인교사
reprezali,보복
reprograf,복사
resonator,공진기
rododendr,진달래속
romantism,낭만주의
sakrilegi,모독
saksifrag,범의귀
salicilat,살리실산염
salikilat,살리실산염
salikorni,퉁퉁마디속
salikozid,살리신
salvarsan,살바르산
samarkand,사마르칸트
sandoming,산토도밍고
sansevier,산세베리아
sarkopsil,모래벼룩
sarusofon,사뤼소폰
saturnali,사투르날리아
saŭrkraŭt,사워크라우트
sebastian,세바스티안
segregaci,분리
sekreciin,세크레틴
sekulariz,세속화
selaginel,부처손속
semiramis,세미라미스
semperviv,바위솔속
senegambi,세네감비아
sentiment,감정
serpenten,사문석
sesdeknaŭ,69
sfenodont,투아타라
sfingozin,스핑고신
siderurgi,철강업
sieraleon,시에라리온
sigismond,지기스문트
simfalang,시아망
sinantrop,북경원인
sinklinal,향사
sisirinki,등심붓꽃
skandinav,스칸디나비아
skapulari,스카풀라
skistosom,주혈흡충
skorzoner,스코르조네라
skrapator,스크레이퍼
skutelari,골무꽃속
smilodont,스밀로돈
solicitor,사무변호사
solipsism,유아론
sparadrap,반창고
spektator,관객
spekulari,레구시아속
spermacet,경랍
spermatid,정자세포
spermidin,스페르미딘
spirantes,타래난초속
spiritual,정신
splanknik,내장신경
spondiloz,척추강직
sporogoni,선태포자체
sporotrik,스포로트릭스
staplourb,집산도시
stegosaŭr,스테고사우루스
steradian,스테라디안
stereotip,고정관념
stilistik,문체론
stokastik,확률론
stranguri,배뇨통
strasburg,스트라스부르
subaltern,하급
subjunkci,종속접속사
subsidenc,침강
surealist,초현실주의자
tabernakl,성막
taksonomi,분류학
tanganjik,탕가니카
tardigrad,완보동물
teknokrat,테크노크라트
teknologi,공업기술
teknopati,직업병
telematik,텔레매틱스
temistokl,테미스토클레스
teobromin,테오브로민
terminali,터미날리아속
termistor,서미스터
terpineol,테르피네올
terpsikor,테르프시코레
tertulian,테르툴리아누스
tesalonik,테살로니키
tetragoni,번행초속
tetraklin,사릉측백속
tetralogi,사부작
tetrastil,사주식
timpanost,고실부
tiptologi,두드림강령
tiristron,사이리스터
tokantinz,토칸칭스강
tokoferol,토코페롤
tormentil,토르멘틸
trakeofit,관다발식물
tramontan,트라몬타나
trampolin,트램펄린
transakci,거래
transcend,초월
transgres,해침
translaci,평행이동
transmisi,전송
transvers,횡단
trapezost,큰마름뼈
travertin,석회화
trebizond,트라브존
tribadism,여성동성애
tridentin,트리덴툼
trikosant,하늘타리
triplikat,세번째본
triptofan,트립토판
triptolem,트립톨레모스
triĥopter,날도래목
troglodit,혈거인
trokanter,돌기
tropopaŭz,대류권계면
troposfer,대류권
turbelari,와충강
turkestan,투르키스탄
ulanbator,울란바토르
umbelifer,산형과
urotropin,유로트로핀
ustilagal,깜부기균목
uzurpator,찬탈자
valencien,발랑시엔
valparais,발파라이소
vandegraf,밴더그래프
varingjen,바랭기앵
vegetalin,식물성버터
velington,웰링턴
vendemier,방데미에르
vermiljon,주홍
verticili,버티실륨속
vespazian,베스파시아누스
vikstremi,산닥나무속
vinilkosm,비닐코스모
vintertur,빈터투어
viskonsin,위스콘신주
volgograd,볼고그라드
voltametr,전량계
volvariel,풀버섯속
zantoksil,산초
zaratuŝtr,차라투스트라
zidovudin,지도부딘
zigomicet,접합균강
zigomikot,접합균문
ĉampinjon,양송이
ĉarleston,찰스턴
ĉjiĉjihar,치치하얼
ĉomolungm,초모랑마
ĝeneralif,헤네랄리페
ĝentleman,신사
ĝibraltar,지브롤터
ĥabarovsk,하바롭스크
ĥondroste,연질어류
ĵiĵicikad,털매미
ŝakjamuni,석가모니
ŝampinjon,양송이
ŝimonosek,시모노세키
ŝvarcvald,슈바르츠발트
abduktor,외전근
aborigen,원주민
abrogaci,폐지
abutment,교대
acetabul,관골구
acetilen,아세틸렌
adenozil,아데노실
adenozin,아데노신
adjudant,준위
admiralt,애드미럴티
admitanc,어드미턴스
adriatik,아드리아해
adstring,수렴
adventic,외막
adventiv,부정
aerodrom,비행장
aerofagi,공기연하
aerofram,기체
aeronaŭt,기구조종사
afidavit,선서진술서
afrikans,아프리칸스어
afrodizi,성욕
agaragar,한천
agnostik,불가지
agregaci,아그레가시옹
agrigent,아그리젠토
agrimoni,짚신나물
agrostem,밀선옹
agrostid,겨이삭
akantias,곱상어
akcidenc,우유성
akeronti,해골박각시
akonitin,아코니틴
akonkagv,아콩카과
akordion,아코디언
akrolein,아크롤레인
akrostik,이합체시
akroĥord,파일뱀
aksolotl,아홀로틀
aktinidi,다래속
aktinist,실러캔스류
akvaltir,흡습성
akvatint,아쿼틴트
akvedukt,수로교
akvifoli,호랑가시나무
alantoid,요막
albatros,앨버트로스
albigens,알비파
albugine,백막
alcestis,알케스티스
alcibiad,알키비아데스
aldernej,올더니
alfonsin,알폰신
algoritm,알고리즘
algvazil,경찰관
alizarin,알리자린
alkadien,알카디엔
alkekeng,꽈리
almagest,알마게스트
almandin,알만딘
alopekur,뚝새풀
aloritmi,이상맥
alteraci,변질
alveolar,치경음
alveolin,알베올리나
amalekid,아말렉인
amanitin,아마니틴
amarilid,아마릴리스
amateras,아마테라스
ambistom,암비스토마
ambulakr,보대
amfiartr,반가동관절
amfibrak,약강약격
amfibraĥ,약강약격
amfineŭr,쌍신경류
amfitrit,암피트리테
ampelops,개머루
amplifik,증폭
amplitud,진폭
anakardi,캐슈
anakolut,파격구문
anakoret,은수자
anakreon,아나크레온
analgezi,무통각증
analitik,해석
anastazi,아나스타시아
anastrof,도치
andersen,안데르센
androgen,안드로겐
androgin,자웅동체
andromaĥ,안드로마케
andromed,안드로메다
androzac,안드로사케
aneŭrism,동맥류
anglikan,성공회
angostur,앙고스투라
angstrom,옹스트롬
anhidrid,무수물
anhidrit,경석고
anizidin,아니시딘
ankrizit,닻모양
anoreksi,거식증
antefiks,처마장식
antenari,안테나리아
anteridi,장정기
antidork,스프링복
antocian,안토시아닌
antracen,안트라센
antracit,무연탄
antrakoz,탄분증
apercept,통각
aperitiv,식전주
apoĝatur,앞꾸밈음
aproksim,근사
aragonit,아라고나이트
araknoid,거미막
araŭkari,남양삼나무
arbitraĝ,차익거래
argentan,양은
argentin,아르헨티나
argoland,아르골리스
argonaŭt,종이앵무조개
aristark,아리스타르코스
arkansas,아칸소
arkegoni,장란기
arkipter,고시류
arkiteŭt,대왕오징어
arkitrav,아키트레이브
arkivolt,아치볼트
arkosaŭr,지배파충류
armilari,뽕나무버섯속
armistic,휴전
armoraci,서양고추냉이
arsonval,다르송발
artefakt,인공물
artemizi,쑥속
artokarp,빵나무속
arĝentan,양은
arĥitrav,아키트레이브
asafetid,아위
asimptot,점근선
asistoli,심수축부전
aspergil,아스페르길루스
aspiraci,유기음
asterisk,별표
asteroid,소행성
asterozo,해성아문
